Basin_ID,Contour_ID,Height_min,Height_max,area (m2),Population,Land_use_1_value,Land_use_2_value
1,179,44.75,45,8508755.00,0,8508755.00,0
1,180,45,45.25,8684139.00,0,8684139.00,0
1,181,45.25,45.5,8859524.00,0,8859524.00,0
1,182,45.5,45.75,8399191.00,0,8399191.00,0
1,183,45.75,46,8261.38,0,8261.38,0
1,184,46,46.25,10928386.00,0,10928386.00,0
1,185,46.25,46.5,6766393.00,0,6766393.00,0
1,186,46.5,46.75,6640764.00,0,6640764.00,0
1,187,46.75,47,6675821.00,0,6675821.00,0
1,188,47,47.25,6716015.00,0,6716015.00,0
1,189,47.25,47.5,6756.21,0,6756.21,0
1,190,47.5,47.75,6733673.00,0,6733673.00,0
1,191,47.75,48,6710796.00,0,6710796.00,0
1,192,48,48.25,6701717.00,0,6701717.00,0
1,193,48.25,48.5,6707378.00,0,6707378.00,0
1,194,48.5,48.75,6698752.00,0,6698752.00,0
1,195,48.75,49,6714.23,0,6714.23,0
1,196,49,49.25,6696737.00,0,6696737.00,0
1,197,49.25,49.5,6669241.00,0,6669241.00,0
1,198,49.5,49.75,6699057.00,0,6699057.00,0
1,199,49.75,50,6788358.00,0,6788358.00,0
1,200,50,50.25,6767126.00,0,6767126.00,0
1,201,50.25,50.5,6715369.00,0,6715369.00,0
1,202,50.5,50.75,6636147.00,0,6636147.00,0
1,203,50.75,51,6596896.00,0,6596896.00,0
1,204,51,51.25,6504978.00,0,6504978.00,0
1,205,51.25,51.5,6478439.00,0,6478439.00,0
1,206,51.5,51.75,6429571.00,0,6429571.00,0
1,207,51.75,52,6365351.00,0,6365351.00,0
1,208,52,52.25,6318288.00,0,6318288.00,0
1,209,52.25,52.5,6310782.00,0,6310782.00,0
1,210,52.5,52.75,6293286.00,0,6293286.00,0
1,211,52.75,53,6297862.00,0,6297862.00,0
1,212,53,53.25,6313688.00,0,6313688.00,0
1,213,53.25,53.5,6531533.00,0,6531533.00,0
1,214,53.5,53.75,6592992.00,0,6592992.00,0
1,215,53.75,54,6703643.00,0,6703643.00,0
1,216,54,54.25,6825328.00,0,6825328.00,0
1,217,54.25,54.5,6953486.00,0,6953486.00,0
1,218,54.5,54.75,7080027.00,0,7080027.00,0
1,219,54.75,55,7151794.00,0,7151794.00,0
1,220,55,55.25,7276263.00,0,7276263.00,0
1,221,55.25,55.5,7334815.00,0,7334815.00,0
1,222,55.5,55.75,7382635.00,0,7382635.00,0
1,223,55.75,56,7431503.00,0,7431503.00,0
1,224,56,56.25,7427093.00,0,7427093.00,0
1,225,56.25,56.5,7398498.00,0,7398498.00,0
1,226,56.5,56.75,7311357.00,0,7311357.00,0
1,227,56.75,57,7177844.00,0,7177844.00,0
1,228,57,57.25,7105.19,0,7105.19,0
1,229,57.25,57.5,7068714.00,0,7068714.00,0
1,230,57.5,57.75,7041378.00,0,7041378.00,0
1,231,57.75,58,7319316.00,0,7319316.00,0
1,232,58,58.25,7564475.00,0,7564475.00,0
1,233,58.25,58.5,7699131.00,0,7699131.00,0
1,234,58.5,58.75,7765526.00,0,7765526.00,0
1,235,58.75,59,7669443.00,0,7669443.00,0
1,236,59,59.25,7872199.00,0,7872199.00,0
1,237,59.25,59.5,8330.85,0,8330.85,0
1,238,59.5,59.75,9581204.00,0,9581204.00,0
1,239,59.75,60,8081204.00,0,8081204.00,0
1,240,60,60.25,7260.39,0,7260.39,0
1,241,60.25,60.5,7263661.00,0,7263661.00,0
1,242,60.5,60.75,7266931.00,0,7266931.00,0
1,243,60.75,61,7266599.00,0,7266599.00,0
1,244,61,61.25,7286129.00,0,7286129.00,0
1,245,61.25,61.5,7365109.00,0,7365109.00,0
1,246,61.5,61.75,7305973.00,0,7305973.00,0
1,247,61.75,62,7138416.00,0,7138416.00,0
1,248,62,62.25,7027385.00,0,7027385.00,0
1,249,62.25,62.5,7102781.00,0,7102781.00,0
1,250,62.5,62.75,7118047.00,0,7118047.00,0
1,251,62.75,63,7190483.00,0,7190483.00,0
1,252,63,63.25,7079973.00,0,7079973.00,0
1,253,63.25,63.5,7120924.00,0,7120924.00,0
1,254,63.5,63.75,7163301.00,0,7163301.00,0
1,255,63.75,64,7194489.00,0,7194489.00,0
1,256,64,64.25,7225773.00,0,7225773.00,0
1,257,64.25,64.5,7255.25,0,7255.25,0
1,258,64.5,64.75,7269181.00,0,7269181.00,0
1,259,64.75,65,7288673.00,0,7288673.00,0
1,260,65,65.25,7401142.00,0,7401142.00,0
1,261,65.25,65.5,7386893.00,0,7386893.00,0
1,262,65.5,65.75,7349947.00,0,7349947.00,0
1,263,65.75,66,7291298.00,0,7291298.00,0
1,264,66,66.25,7130603.00,0,7130603.00,0
1,265,66.25,66.5,6978897.00,0,6978897.00,0
1,266,66.5,66.75,6879389.00,0,6879389.00,0
1,267,66.75,67,6754673.00,0,6754673.00,0
1,268,67,67.25,6600033.00,0,6600033.00,0
1,269,67.25,67.5,6387.99,0,6387.99,0
1,270,67.5,67.75,6367997.00,0,6367997.00,0
1,271,67.75,68,6348004.00,0,6348004.00,0
1,272,68,68.25,6328011.00,0,6328011.00,0
1,273,68.25,68.5,6303567.00,0,6303567.00,0
1,274,68.5,68.75,6293456.00,0,6293456.00,0
1,275,68.75,69,6285844.00,0,6285844.00,0
1,276,69,69.25,6278231.00,0,6278231.00,0
1,277,69.25,69.5,6376773.00,0,6376773.00,0
1,278,69.5,69.75,6459912.00,0,6459912.00,0
1,279,69.75,70,6532197.00,0,6532197.00,0
1,280,70,70.25,6525489.00,0,6525489.00,0
1,281,70.25,70.5,6518781.00,0,6518781.00,0
1,282,70.5,70.75,6618488.00,0,6618488.00,0
1,283,70.75,71,6696596.00,0,6696596.00,0
1,284,71,71.25,6854081.00,0,6854081.00,0
1,285,71.25,71.5,7016996.00,0,7016996.00,0
1,286,71.5,71.75,7281808.00,0,7281808.00,0
1,287,71.75,72,7419.54,0,7419.54,0
1,288,72,72.25,7420032.00,0,7420032.00,0
1,289,72.25,72.5,7457128.00,0,7457128.00,0
1,290,72.5,72.75,7589881.00,0,7589881.00,0
1,291,72.75,73,7763229.00,0,7763229.00,0
1,292,73,73.25,7642328.00,0,7642328.00,0
1,293,73.25,73.5,10612234.00,0,10612234.00,0
1,294,73.5,73.75,8925279.00,0,8925279.00,0
1,295,73.75,74,7363087.00,0,7363087.00,0
1,296,74,74.25,7329.62,0,7329.62,0
1,297,74.25,74.5,7479177.00,0,7479177.00,0
1,298,74.5,74.75,7468457.00,0,7468457.00,0
1,299,74.75,75,7706223.00,0,7706223.00,0
1,300,75,75.25,8046909.00,0,8046909.00,0
1,301,75.25,75.5,8166.48,0,8166.48,0
1,302,75.5,75.75,16051107.00,0,16051107.00,0
1,303,75.75,76,6190379.00,0,6190379.00,0
1,304,76,76.25,5140119.00,0,5140119.00,0
1,309,77.25,77.5,5015087.00,0,5015087.00,0
1,310,77.5,77.75,5222062.00,0,5222062.00,0
1,311,77.75,78,5233058.00,0,5233058.00,0
1,312,78,78.25,5290614.00,0,5290614.00,0
1,313,78.25,78.5,5272556.00,0,5272556.00,0
1,314,78.5,78.75,5289092.00,0,5289092.00,0
1,315,78.75,79,5736549.00,0,5736549.00,0
1,316,79,79.25,6268327.00,0,6268327.00,0
1,317,79.25,79.5,6482123.00,0,6482123.00,0
1,318,79.5,79.75,6495934.00,0,6495934.00,0
1,319,79.75,80,8162046.00,0,8162046.00,0
1,320,80,80.25,7360165.00,0,7360165.00,0
1,321,80.25,80.5,8447942.00,0,8447942.00,0
1,322,80.5,80.75,8518614.00,0,8518614.00,0
1,323,80.75,81,7725166.00,0,7725166.00,0
1,324,81,81.25,7579536.00,0,7579536.00,0
1,325,81.25,81.5,9835055.00,0,9835055.00,0
1,326,81.5,81.75,6626969.00,0,6626969.00,0
1,327,81.75,82,6272104.00,0,6272104.00,0
1,328,82,82.25,5837308.00,0,5837308.00,0
1,329,82.25,82.5,5502132.00,0,5502132.00,0
1,330,82.5,82.75,5653521.00,0,5653521.00,0
1,331,82.75,83,5596809.00,0,5596809.00,0
1,332,83,83.25,5545594.00,0,5545594.00,0
1,333,83.25,83.5,5409.88,0,5409.88,0
1,334,83.5,83.75,5456667.00,0,5456667.00,0
1,335,83.75,84,5495972.00,0,5495972.00,0
1,336,84,84.25,5575634.00,0,5575634.00,0
1,337,84.25,84.5,5683113.00,0,5683113.00,0
1,338,84.5,84.75,5753056.00,0,5753056.00,0
1,339,84.75,85,5666344.00,0,5666344.00,0
1,340,85,85.25,5706703.00,0,5706703.00,0
1,341,85.25,85.5,5966.18,0,5966.18,0
1,342,85.5,85.75,6203302.00,0,6203302.00,0
1,343,85.75,86,8225197.00,0,8225197.00,0
1,344,86,86.25,6777229.00,0,6777229.00,0
1,345,86.25,86.5,6749202.00,0,6749202.00,0
1,346,86.5,86.75,8416601.00,0,8416601.00,0
1,347,86.75,87,6482073.00,0,6482073.00,0
1,348,87,87.25,6253754.00,0,6253754.00,0
1,349,87.25,87.5,7880244.00,0,7880244.00,0
1,350,87.5,87.75,6037039.00,0,6037039.00,0
1,351,87.75,88,5992734.00,0,5992734.00,0
1,352,88,88.25,5948429.00,0,5948429.00,0
1,353,88.25,88.5,5904124.00,0,5904124.00,0
1,354,88.5,88.75,5859819.00,0,5859819.00,0
1,355,88.75,89,5815514.00,0,5815514.00,0
1,356,89,89.25,5771208.00,0,5771208.00,0
1,357,89.25,89.5,5626089.00,0,5626089.00,0
1,358,89.5,89.75,5298823.00,0,5298823.00,0
1,359,89.75,90,5283113.00,0,5283113.00,0
1,360,90,90.25,5278262.00,0,5278262.00,0
1,361,90.25,90.5,5209937.00,0,5209937.00,0
1,362,90.5,90.75,5178.93,0,5178.93,0
1,363,90.75,91,5157917.00,0,5157917.00,0
1,364,91,91.25,5132286.00,0,5132286.00,0
1,365,91.25,91.5,5065351.00,0,5065351.00,0
1,370,92.5,92.75,5023503.00,0,5023503.00,0
1,371,92.75,93,5092997.00,0,5092997.00,0
1,372,93,93.25,5099666.00,0,5099666.00,0
1,373,93.25,93.5,5111076.00,0,5111076.00,0
1,374,93.5,93.75,6680408.00,0,6680408.00,0
1,393,98.25,98.5,6740345.00,0,6740345.00,0
1,394,98.5,98.75,5655106.00,0,5655106.00,0
1,395,98.75,99,7531158.00,0,7531158.00,0
1,396,99,99.25,5732555.00,0,5732555.00,0
1,397,99.25,99.5,5705.21,0,5705.21,0
1,398,99.5,99.75,5677864.00,0,5677864.00,0
1,399,99.75,100,5650519.00,0,5650519.00,0
1,400,100,100.25,5623174.00,0,5623174.00,0
1,401,100.25,100.5,8339648.00,0,8339648.00,0
1,402,100.5,100.75,8915852.00,0,8915852.00,0
1,403,100.75,101,5849826.00,0,5849826.00,0
1,404,101,101.25,5668879.00,0,5668879.00,0
1,405,101.25,101.5,5736128.00,0,5736128.00,0
1,406,101.5,101.75,5809587.00,0,5809587.00,0
1,407,101.75,102,5814479.00,0,5814479.00,0
1,408,102,102.25,6022039.00,0,6022039.00,0
1,409,102.25,102.5,7738823.00,0,7738823.00,0
1,410,102.5,102.75,5879988.00,0,5879988.00,0
1,411,102.75,103,5760234.00,0,5760234.00,0
1,412,103,103.25,5547094.00,0,5547094.00,0
1,413,103.25,103.5,5636437.00,0,5636437.00,0
1,414,103.5,103.75,6001187.00,0,6001187.00,0
1,415,103.75,104,5862764.00,0,5862764.00,0
1,416,104,104.25,6104082.00,0,6104082.00,0
1,417,104.25,104.5,8952631.00,0,8952631.00,0
1,418,104.5,104.75,6208939.00,0,6208939.00,0
1,419,104.75,105,6550481.00,0,6550481.00,0
2,7,1.75,2,11332291.00,0,11332291.00,0
2,8,2,2.25,20279371.00,0,20279371.00,0
2,9,2.25,2.5,10368476.00,0,10368476.00,0
2,10,2.5,2.75,12161983.00,0,12161983.00,0
2,11,2.75,3,14615004.00,0,14615004.00,0
2,12,3,3.25,14296958.00,0,14296958.00,0
2,13,3.25,3.5,42818657.00,0,42818657.00,0
2,14,3.5,3.75,599133.56,0,599133.56,0
2,15,3.75,4,425806433.00,0,425806433.00,0
2,16,4,4.25,545536077.00,0,545536077.00,0
2,17,4.25,4.5,226698918.00,0,226698918.00,0
2,18,4.5,4.75,160082693.00,0,160082693.00,0
2,19,4.75,5,232561958.00,0,232561958.00,0
2,20,5,5.25,558069966.00,0,558069966.00,0
2,21,5.25,5.5,296761553.00,0,296761553.00,0
2,22,5.5,5.75,171989294.00,0,171989294.00,0
2,23,5.75,6,145344393.00,0,145344393.00,0
2,24,6,6.25,253390339.00,0,253390339.00,0
2,25,6.25,6.5,229913583.00,0,229913583.00,0
2,26,6.5,6.75,189012562.00,0,189012562.00,0
2,27,6.75,7,207823826.00,0,207823826.00,0
2,28,7,7.25,176189475.00,0,176189475.00,0
2,29,7.25,7.5,172877069.00,0,172877069.00,0
2,30,7.5,7.75,167211611.00,0,167211611.00,0
2,31,7.75,8,160391495.00,0,160391495.00,0
2,32,8,8.25,152649052.00,0,152649052.00,0
2,33,8.25,8.5,165368553.00,0,165368553.00,0
2,34,8.5,8.75,137708978.00,0,137708978.00,0
2,35,8.75,9,125563626.00,0,125563626.00,0
2,36,9,9.25,115905.9,0,115905.9,0
2,37,9.25,9.5,125415135.00,0,125415135.00,0
2,38,9.5,9.75,138767099.00,0,138767099.00,0
2,39,9.75,10,121466321.00,0,121466321.00,0
2,40,10,10.25,117137775.00,0,117137775.00,0
2,41,10.25,10.5,112364327.00,0,112364327.00,0
2,42,10.5,10.75,125438815.00,0,125438815.00,0
2,43,10.75,11,103819184.00,0,103819184.00,0
2,44,11,11.25,108065312.00,0,108065312.00,0
2,45,11.25,11.5,107122596.00,0,107122596.00,0
2,46,11.5,11.75,107554.37,0,107554.37,0
2,47,11.75,12,115891758.00,0,115891758.00,0
2,48,12,12.25,125625636.00,0,125625636.00,0
2,49,12.25,12.5,125800853.00,0,125800853.00,0
2,50,12.5,12.75,123047332.00,0,123047332.00,0
2,51,12.75,13,113914816.00,0,113914816.00,0
2,52,13,13.25,120981136.00,0,120981136.00,0
2,53,13.25,13.5,130613778.00,0,130613778.00,0
2,54,13.5,13.75,165154304.00,0,165154304.00,0
2,55,13.75,14,146661437.00,0,146661437.00,0
2,56,14,14.25,216246165.00,0,216246165.00,0
2,57,14.25,14.5,166119786.00,0,166119786.00,0
2,58,14.5,14.75,156957033.00,0,156957033.00,0
2,59,14.75,15,152750389.00,0,152750389.00,0
2,60,15,15.25,159692476.00,0,159692476.00,0
2,61,15.25,15.5,143390518.00,0,143390518.00,0
2,62,15.5,15.75,258590435.00,0,258590435.00,0
2,63,15.75,16,475677066.00,0,475677066.00,0
2,64,16,16.25,207069147.00,0,207069147.00,0
2,65,16.25,16.5,193305746.00,0,193305746.00,0
2,66,16.5,16.75,195006079.00,0,195006079.00,0
2,67,16.75,17,189040714.00,0,189040714.00,0
2,68,17,17.25,218719955.00,0,218719955.00,0
2,69,17.25,17.5,245246879.00,0,245246879.00,0
2,70,17.5,17.75,235393598.00,0,235393598.00,0
2,71,17.75,18,198140498.00,0,198140498.00,0
2,72,18,18.25,247114915.00,0,247114915.00,0
2,73,18.25,18.5,221823052.00,0,221823052.00,0
2,74,18.5,18.75,237018362.00,0,237018362.00,0
2,75,18.75,19,220785604.00,0,220785604.00,0
2,76,19,19.25,212797.64,0,212797.64,0
2,77,19.25,19.5,218862958.00,0,218862958.00,0
2,78,19.5,19.75,209963267.00,0,209963267.00,0
2,79,19.75,20,208846074.00,0,208846074.00,0
2,80,20,20.25,202756.84,0,202756.84,0
2,81,20.25,20.5,257177662.00,0,257177662.00,0
2,82,20.5,20.75,210134613.00,0,210134613.00,0
2,83,20.75,21,211503737.00,0,211503737.00,0
2,84,21,21.25,211655193.00,0,211655193.00,0
2,85,21.25,21.5,212746163.00,0,212746163.00,0
2,86,21.5,21.75,255850592.00,0,255850592.00,0
2,87,21.75,22,229036746.00,0,229036746.00,0
2,88,22,22.25,216914484.00,0,216914484.00,0
2,89,22.25,22.5,238955319.00,0,238955319.00,0
2,90,22.5,22.75,261529109.00,0,261529109.00,0
2,91,22.75,23,234380762.00,0,234380762.00,0
2,92,23,23.25,237615654.00,0,237615654.00,0
2,93,23.25,23.5,249986282.00,0,249986282.00,0
2,94,23.5,23.75,268887151.00,0,268887151.00,0
2,95,23.75,24,227326411.00,0,227326411.00,0
2,96,24,24.25,226872944.00,0,226872944.00,0
2,97,24.25,24.5,247942619.00,0,247942619.00,0
2,98,24.5,24.75,225131835.00,0,225131835.00,0
2,99,24.75,25,219666544.00,0,219666544.00,0
2,100,25,25.25,217721959.00,0,217721959.00,0
2,101,25.25,25.5,217016423.00,0,217016423.00,0
2,102,25.5,25.75,267394505.00,0,267394505.00,0
2,103,25.75,26,238942397.00,0,238942397.00,0
2,104,26,26.25,242155607.00,0,242155607.00,0
2,105,26.25,26.5,249639608.00,0,249639608.00,0
2,106,26.5,26.75,239035006.00,0,239035006.00,0
2,107,26.75,27,233936886.00,0,233936886.00,0
2,108,27,27.25,245602703.00,0,245602703.00,0
2,109,27.25,27.5,233952306.00,0,233952306.00,0
2,110,27.5,27.75,229884884.00,0,229884884.00,0
2,111,27.75,28,237362889.00,0,237362889.00,0
2,112,28,28.25,232356236.00,0,232356236.00,0
2,113,28.25,28.5,233385184.00,0,233385184.00,0
2,114,28.5,28.75,244447345.00,0,244447345.00,0
2,115,28.75,29,244486.98,0,244486.98,0
2,116,29,29.25,316649526.00,0,316649526.00,0
2,117,29.25,29.5,471714322.00,0,471714322.00,0
2,118,29.5,29.75,323000.41,0,323000.41,0
2,119,29.75,30,354589575.00,0,354589575.00,0
2,120,30,30.25,316787284.00,0,316787284.00,0
2,121,30.25,30.5,307785723.00,0,307785723.00,0
2,122,30.5,30.75,293325.03,0,293325.03,0
2,123,30.75,31,285847398.00,0,285847398.00,0
2,124,31,31.25,282932369.00,0,282932369.00,0
2,125,31.25,31.5,282872902.00,0,282872902.00,0
2,126,31.5,31.75,286056424.00,0,286056424.00,0
2,127,31.75,32,275929027.00,0,275929027.00,0
2,128,32,32.25,289466662.00,0,289466662.00,0
2,129,32.25,32.5,295438909.00,0,295438909.00,0
